Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
PHP,picocms | Pico,10467,12874,23341,44.84,55.16,42103,49324,91427,46.05,53.95
PHP,PrestaShop | PrestaShop,1750109,1118520,2868629,61.01,38.99,8602461,4806381,13408842,64.16,35.84
PHP,ramsey | uuid,28769,17109,45878,62.71,37.29,147103,80407,227510,64.66,35.34
PHP,rappasoft | laravel-5-boilerplate,104426,66976,171402,60.92,39.08,821563,204648,1026211,80.06,19.94
PHP,ratchetphp | Ratchet,21352,4401,25753,82.91,17.09,91795,19277,111072,82.64,17.36
PHP,Respect | Validation,111009,81095,192104,57.79,42.21,508673,369651,878324,57.91,42.09
PHP,rmccue | Requests,37219,17106,54325,68.51,31.49,151647,67986,219633,69.05,30.95
PHP,roots | sage,2694,1597,4291,62.78,37.22,13631,6122,19753,69.01,30.99
PHP,sebastianbergmann | comparator,10553,4710,15263,69.14,30.86,45541,21945,67486,67.48,32.52
PHP,sebastianbergmann | diff,21385,4814,26199,81.63,18.37,81151,19800,100951,80.39,19.61
PHP,sebastianbergmann | environment,2212,1031,3243,68.21,31.79,9131,4509,13640,66.94,33.06
PHP,sebastianbergmann | exporter,1807,609,2416,74.79,25.21,7415,2569,9984,74.27,25.73
PHP,sebastianbergmann | global-state,4485,1255,5740,78.14,21.86,19991,5500,25491,78.42,21.58
PHP,sebastianbergmann | php-code-coverage,32236,6431,38667,83.37,16.63,141254,26905,168159,84.00,16.00
PHP,sebastianbergmann | php-file-iterator,1187,343,1530,77.58,22.42,4412,1358,5770,76.46,23.54
PHP,sebastianbergmann | php-token-stream,8942,1725,10667,83.83,16.17,38984,6888,45872,84.98,15.02
PHP,sebastianbergmann | phpunit,179507,61126,240633,74.60,25.40,828767,274585,1103352,75.11,24.89
PHP,sebastianbergmann | phpunit-mock-objects,20280,7806,28086,72.21,27.79,95634,33281,128915,74.18,25.82
PHP,sebastianbergmann | resource-operations,4626,152,4778,96.82,3.18,44406,660,45066,98.54,1.46
PHP,Seldaek | monolog,91446,32695,124141,73.66,26.34,399701,139761,539462,74.09,25.91
PHP,serbanghita | Mobile-Detect,29401,8501,37902,77.57,22.43,340524,39791,380315,89.54,10.46
PHP,silexphp | Silex,51084,11971,63055,81.01,18.99,228587,47931,276518,82.67,17.33
PHP,slimphp | Slim,66171,23981,90152,73.40,26.60,284951,99486,384437,74.12,25.88
PHP,spatie | laravel-backup,23099,1728,24827,93.04,6.96,150197,7511,157708,95.24,4.76
PHP,spatie | laravel-permission,20363,3002,23365,87.15,12.85,100051,12684,112735,88.75,11.25
PHP,squizlabs | PHP_CodeSniffer,276146,141729,417875,66.08,33.92,1095459,559236,1654695,66.20,33.80
